mac,endpoint_identity_group,oui,organization,description,desk,switch,port,site
00:04:F2:4B:87:1B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057284,afkab-sw-21,Gi1/0/4,af-kabul
10:E7:C6:8E:39:A9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057284,afkab-sw-21,Gi1/0/4,af-kabul
00:04:F2:72:74:2D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057285,afkab-sw-21,Gi1/0/5,af-kabul
10:E7:C6:A2:61:36,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057285,afkab-sw-21,Gi1/0/5,af-kabul
00:04:F2:6B:D0:86,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057286,afkab-sw-22,Gi1/0/1,af-kabul
10:E7:C6:D8:69:3B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057286,afkab-sw-22,Gi1/0/1,af-kabul
00:04:F2:BB:71:BE,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057287,afkab-sw-22,Gi1/0/2,af-kabul
10:E7:C6:DE:9B:75,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057287,afkab-sw-22,Gi1/0/2,af-kabul
00:04:F2:77:0A:64,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057288,afkab-sw-22,Gi1/0/3,af-kabul
10:E7:C6:2E:67:5B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057288,afkab-sw-22,Gi1/0/3,af-kabul
00:04:F2:5F:25:79,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057289,afkab-sw-22,Gi1/0/4,af-kabul
10:E7:C6:B5:3A:63,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057289,afkab-sw-22,Gi1/0/4,af-kabul
00:04:F2:65:68:6A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057290,afkab-sw-22,Gi1/0/5,af-kabul
10:E7:C6:A2:07:3F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057290,afkab-sw-22,Gi1/0/5,af-kabul
00:04:F2:4F:54:37,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057291,afkab-sw-23,Gi1/0/1,af-kabul
10:E7:C6:7E:CF:BD,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057291,afkab-sw-23,Gi1/0/1,af-kabul
00:04:F2:90:B2:77,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057292,afkab-sw-23,Gi1/0/2,af-kabul
10:E7:C6:37:B3:6E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057292,afkab-sw-23,Gi1/0/2,af-kabul
00:04:F2:FB:2D:6F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057293,afkab-sw-23,Gi1/0/3,af-kabul
10:E7:C6:76:38:8A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057293,afkab-sw-23,Gi1/0/3,af-kabul
00:04:F2:8E:59:BB,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057294,afkab-sw-23,Gi1/0/4,af-kabul
10:E7:C6:D9:55:77,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057294,afkab-sw-23,Gi1/0/4,af-kabul
00:04:F2:CB:8A:F3,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057295,afkab-sw-23,Gi1/0/5,af-kabul
10:E7:C6:E1:A4:C0,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057295,afkab-sw-23,Gi1/0/5,af-kabul
00:04:F2:9A:93:94,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057296,afkab-sw-24,Gi1/0/1,af-kabul
10:E7:C6:81:29:B8,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057296,afkab-sw-24,Gi1/0/1,af-kabul
00:04:F2:3B:A3:51,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057297,afkab-sw-24,Gi1/0/2,af-kabul
10:E7:C6:40:A9:02,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057297,afkab-sw-24,Gi1/0/2,af-kabul
00:04:F2:65:F9:F7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057298,afkab-sw-24,Gi1/0/3,af-kabul
10:E7:C6:7E:46:92,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057298,afkab-sw-24,Gi1/0/3,af-kabul
00:04:F2:6C:4E:AC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057299,afkab-sw-24,Gi1/0/4,af-kabul
10:E7:C6:9A:C4:3F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057299,afkab-sw-24,Gi1/0/4,af-kabul
00:04:F2:51:92:33,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057300,afkab-sw-24,Gi1/0/5,af-kabul
10:E7:C6:30:56:92,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057300,afkab-sw-24,Gi1/0/5,af-kabul
00:04:F2:F6:EE:1E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057301,afkab-sw-25,Gi1/0/1,af-kabul
10:E7:C6:77:80:4E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057301,afkab-sw-25,Gi1/0/1,af-kabul
00:04:F2:C0:09:C6,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057302,afkab-sw-25,Gi1/0/2,af-kabul
10:E7:C6:D7:0B:84,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057302,afkab-sw-25,Gi1/0/2,af-kabul
00:04:F2:D6:39:0C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057303,afkab-sw-25,Gi1/0/3,af-kabul
10:E7:C6:0D:02:DC,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057303,afkab-sw-25,Gi1/0/3,af-kabul
00:04:F2:31:5B:4F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057304,afkab-sw-25,Gi1/0/4,af-kabul
10:E7:C6:7F:47:2B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057304,afkab-sw-25,Gi1/0/4,af-kabul
00:04:F2:0C:48:56,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057305,afkab-sw-25,Gi1/0/5,af-kabul
10:E7:C6:EE:8A:BC,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057305,afkab-sw-25,Gi1/0/5,af-kabul
00:04:F2:06:17:6F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057306,afkab-sw-26,Gi1/0/1,af-kabul
10:E7:C6:CC:AA:9B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057306,afkab-sw-26,Gi1/0/1,af-kabul
00:04:F2:60:0F:0E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057307,afkab-sw-26,Gi1/0/2,af-kabul
10:E7:C6:49:21:D2,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057307,afkab-sw-26,Gi1/0/2,af-kabul
00:04:F2:5A:4B:B7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057308,afkab-sw-26,Gi1/0/3,af-kabul
10:E7:C6:4A:02:71,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057308,afkab-sw-26,Gi1/0/3,af-kabul
00:04:F2:06:5E:CF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057309,afkab-sw-26,Gi1/0/4,af-kabul
10:E7:C6:E5:B1:3F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057309,afkab-sw-26,Gi1/0/4,af-kabul
00:04:F2:17:B2:61,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057310,afkab-sw-26,Gi1/0/5,af-kabul
10:E7:C6:48:04:D7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057310,afkab-sw-26,Gi1/0/5,af-kabul
00:04:F2:32:FC:BB,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057311,afkab-sw-27,Gi1/0/1,af-kabul
10:E7:C6:7D:1E:8F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057311,afkab-sw-27,Gi1/0/1,af-kabul
00:04:F2:91:73:38,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057312,afkab-sw-27,Gi1/0/2,af-kabul
10:E7:C6:5D:3F:C6,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057312,afkab-sw-27,Gi1/0/2,af-kabul
00:04:F2:97:F9:CF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057313,afkab-sw-27,Gi1/0/3,af-kabul
10:E7:C6:EA:A0:59,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057313,afkab-sw-27,Gi1/0/3,af-kabul
00:04:F2:9E:BA:22,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057314,afkab-sw-27,Gi1/0/4,af-kabul
10:E7:C6:2F:49:43,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057314,afkab-sw-27,Gi1/0/4,af-kabul
00:04:F2:3D:04:A4,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057315,afkab-sw-27,Gi1/0/5,af-kabul
10:E7:C6:74:FB:9E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057315,afkab-sw-27,Gi1/0/5,af-kabul
00:04:F2:EB:29:2D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057316,afkab-sw-28,Gi1/0/1,af-kabul
10:E7:C6:87:5E:CF,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057316,afkab-sw-28,Gi1/0/1,af-kabul
00:04:F2:33:4F:2E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057317,afkab-sw-28,Gi1/0/2,af-kabul
10:E7:C6:11:87:5D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057317,afkab-sw-28,Gi1/0/2,af-kabul
00:04:F2:BA:41:21,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057318,afkab-sw-28,Gi1/0/3,af-kabul
10:E7:C6:ED:65:D6,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057318,afkab-sw-28,Gi1/0/3,af-kabul
00:04:F2:3C:5A:C0,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057319,afkab-sw-28,Gi1/0/4,af-kabul
10:E7:C6:D3:55:1C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057319,afkab-sw-28,Gi1/0/4,af-kabul
00:04:F2:B6:81:12,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057320,afkab-sw-28,Gi1/0/5,af-kabul
10:E7:C6:70:C5:C5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057320,afkab-sw-28,Gi1/0/5,af-kabul
00:04:F2:54:33:77,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057321,afkab-sw-29,Gi1/0/1,af-kabul
10:E7:C6:C7:D9:65,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057321,afkab-sw-29,Gi1/0/1,af-kabul
00:04:F2:C1:42:34,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057322,afkab-sw-29,Gi1/0/2,af-kabul
10:E7:C6:74:0A:1F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057322,afkab-sw-29,Gi1/0/2,af-kabul
00:04:F2:E5:D3:72,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057323,afkab-sw-29,Gi1/0/3,af-kabul
10:E7:C6:79:34:F2,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057323,afkab-sw-29,Gi1/0/3,af-kabul
00:04:F2:CD:EC:A9,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057324,afkab-sw-29,Gi1/0/4,af-kabul
10:E7:C6:52:86:69,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057324,afkab-sw-29,Gi1/0/4,af-kabul
00:04:F2:D9:CC:B9,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057325,afkab-sw-29,Gi1/0/5,af-kabul
10:E7:C6:02:FC:C6,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057325,afkab-sw-29,Gi1/0/5,af-kabul
00:04:F2:C5:01:C7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057326,afkab-sw-30,Gi1/0/1,af-kabul
10:E7:C6:07:D9:99,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057326,afkab-sw-30,Gi1/0/1,af-kabul
00:04:F2:C7:F1:F8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057327,afkab-sw-30,Gi1/0/2,af-kabul
10:E7:C6:6C:00:57,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057327,afkab-sw-30,Gi1/0/2,af-kabul
00:04:F2:4C:DE:A7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057328,afkab-sw-30,Gi1/0/3,af-kabul
10:E7:C6:91:EB:3C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057328,afkab-sw-30,Gi1/0/3,af-kabul
00:04:F2:FA:C2:16,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057329,afkab-sw-30,Gi1/0/4,af-kabul
10:E7:C6:F9:4E:C4,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057329,afkab-sw-30,Gi1/0/4,af-kabul
00:04:F2:9B:4A:A8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057330,afkab-sw-30,Gi1/0/5,af-kabul
10:E7:C6:3A:9A:FD,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057330,afkab-sw-30,Gi1/0/5,af-kabul
00:04:F2:CE:2A:72,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057331,afkab-sw-31,Gi1/0/1,af-kabul
10:E7:C6:16:ED:CD,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057331,afkab-sw-31,Gi1/0/1,af-kabul
00:04:F2:23:52:33,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057332,afkab-sw-31,Gi1/0/2,af-kabul
10:E7:C6:7A:26:12,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057332,afkab-sw-31,Gi1/0/2,af-kabul
00:04:F2:F3:0E:0A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057333,afkab-sw-31,Gi1/0/3,af-kabul
10:E7:C6:C2:AF:EA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057333,afkab-sw-31,Gi1/0/3,af-kabul
00:04:F2:E4:90:BF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057334,afkab-sw-31,Gi1/0/4,af-kabul
10:E7:C6:C8:55:01,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057334,afkab-sw-31,Gi1/0/4,af-kabul
00:04:F2:C1:DE:24,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057335,afkab-sw-31,Gi1/0/5,af-kabul
10:E7:C6:A5:34:2B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057335,afkab-sw-31,Gi1/0/5,af-kabul
00:04:F2:4B:A7:7D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057336,afkab-sw-32,Gi1/0/1,af-kabul
10:E7:C6:C5:50:34,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057336,afkab-sw-32,Gi1/0/1,af-kabul
00:04:F2:D5:37:09,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057337,afkab-sw-32,Gi1/0/2,af-kabul
10:E7:C6:9E:D9:CE,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057337,afkab-sw-32,Gi1/0/2,af-kabul
00:04:F2:AD:6F:06,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057338,afkab-sw-32,Gi1/0/3,af-kabul
10:E7:C6:72:9A:AB,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057338,afkab-sw-32,Gi1/0/3,af-kabul
00:04:F2:16:D6:27,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057339,afkab-sw-32,Gi1/0/4,af-kabul
10:E7:C6:17:CC:A6,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057339,afkab-sw-32,Gi1/0/4,af-kabul
00:04:F2:0A:13:22,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057340,afkab-sw-32,Gi1/0/5,af-kabul
10:E7:C6:31:74:38,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057340,afkab-sw-32,Gi1/0/5,af-kabul
00:04:F2:D2:60:57,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057341,afkab-sw-33,Gi1/0/1,af-kabul
10:E7:C6:B3:EF:FA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057341,afkab-sw-33,Gi1/0/1,af-kabul
00:04:F2:C8:BF:A6,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057342,afkab-sw-33,Gi1/0/2,af-kabul
10:E7:C6:C5:77:35,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057342,afkab-sw-33,Gi1/0/2,af-kabul
00:04:F2:03:DC:39,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057343,afkab-sw-33,Gi1/0/3,af-kabul
10:E7:C6:F2:92:78,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057343,afkab-sw-33,Gi1/0/3,af-kabul
00:04:F2:E9:A0:9D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057344,afkab-sw-33,Gi1/0/4,af-kabul
10:E7:C6:94:1C:02,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057344,afkab-sw-33,Gi1/0/4,af-kabul
00:04:F2:1F:9F:FE,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057345,afkab-sw-33,Gi1/0/5,af-kabul
10:E7:C6:2A:70:70,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057345,afkab-sw-33,Gi1/0/5,af-kabul
00:04:F2:1B:38:C9,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057346,afkab-sw-34,Gi1/0/1,af-kabul
10:E7:C6:CD:2F:90,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057346,afkab-sw-34,Gi1/0/1,af-kabul
00:04:F2:AB:06:27,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057347,afkab-sw-34,Gi1/0/2,af-kabul
10:E7:C6:47:78:D5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057347,afkab-sw-34,Gi1/0/2,af-kabul
00:04:F2:44:92:0B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057348,afkab-sw-34,Gi1/0/3,af-kabul
10:E7:C6:D6:0C:DE,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057348,afkab-sw-34,Gi1/0/3,af-kabul
00:04:F2:B4:9F:4E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057349,afkab-sw-34,Gi1/0/4,af-kabul
10:E7:C6:4F:0A:95,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057349,afkab-sw-34,Gi1/0/4,af-kabul
00:04:F2:69:6D:79,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057350,afkab-sw-34,Gi1/0/5,af-kabul
10:E7:C6:82:AB:FB,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057350,afkab-sw-34,Gi1/0/5,af-kabul
00:04:F2:CC:8A:F9,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057351,afkab-sw-35,Gi1/0/1,af-kabul
10:E7:C6:58:1D:02,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057351,afkab-sw-35,Gi1/0/1,af-kabul
00:04:F2:E8:08:28,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057352,afkab-sw-35,Gi1/0/2,af-kabul
10:E7:C6:CA:9C:01,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057352,afkab-sw-35,Gi1/0/2,af-kabul
00:04:F2:EA:9B:57,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057353,afkab-sw-35,Gi1/0/3,af-kabul
10:E7:C6:6A:B0:0F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057353,afkab-sw-35,Gi1/0/3,af-kabul
00:04:F2:60:85:10,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057354,afkab-sw-35,Gi1/0/4,af-kabul
10:E7:C6:E8:47:E5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057354,afkab-sw-35,Gi1/0/4,af-kabul
00:04:F2:C7:86:88,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057355,afkab-sw-35,Gi1/0/5,af-kabul
10:E7:C6:62:EF:45,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057355,afkab-sw-35,Gi1/0/5,af-kabul
00:04:F2:89:53:ED,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057356,afkab-sw-36,Gi1/0/1,af-kabul
10:E7:C6:54:34:10,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057356,afkab-sw-36,Gi1/0/1,af-kabul
00:04:F2:27:97:E0,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057357,afkab-sw-36,Gi1/0/2,af-kabul
10:E7:C6:61:59:77,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057357,afkab-sw-36,Gi1/0/2,af-kabul
00:04:F2:B6:22:48,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057358,afkab-sw-36,Gi1/0/3,af-kabul
10:E7:C6:B1:65:AC,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057358,afkab-sw-36,Gi1/0/3,af-kabul
00:04:F2:2B:14:04,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057359,afkab-sw-36,Gi1/0/4,af-kabul
10:E7:C6:3D:1D:89,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057359,afkab-sw-36,Gi1/0/4,af-kabul
00:04:F2:0D:71:97,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057360,afkab-sw-36,Gi1/0/5,af-kabul
10:E7:C6:28:EE:E4,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057360,afkab-sw-36,Gi1/0/5,af-kabul
00:04:F2:89:C9:A8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057361,amyer-sw-01,Gi1/0/1,am-yerevan
10:E7:C6:05:EF:9D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057361,amyer-sw-01,Gi1/0/1,am-yerevan
00:04:F2:2A:54:42,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057362,amyer-sw-01,Gi1/0/2,am-yerevan
10:E7:C6:7E:F0:1F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057362,amyer-sw-01,Gi1/0/2,am-yerevan
00:04:F2:75:5D:EC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057363,amyer-sw-01,Gi1/0/3,am-yerevan
10:E7:C6:9B:B3:28,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057363,amyer-sw-01,Gi1/0/3,am-yerevan
00:04:F2:E0:C9:A2,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057364,amyer-sw-01,Gi1/0/4,am-yerevan
10:E7:C6:5C:7F:23,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057364,amyer-sw-01,Gi1/0/4,am-yerevan
00:04:F2:15:8F:E3,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057365,amyer-sw-01,Gi1/0/5,am-yerevan
10:E7:C6:60:44:97,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057365,amyer-sw-01,Gi1/0/5,am-yerevan
00:04:F2:5C:46:66,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057366,amyer-sw-02,Gi1/0/1,am-yerevan
10:E7:C6:5C:44:6C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057366,amyer-sw-02,Gi1/0/1,am-yerevan
