MACAddress,EndPointPolicy,IdentityGroup,Description,DeviceRegistrationStatus,BYODRegistration,Device Type,EmailAddress,ip,FirstName,host-name,LastName,MDMServerID,MDMServerName,MDMEnrolled,Location,PortalUser,User-Name,StaticAssignment,StaticGroupAssignment,MDMOSVersion,PortalUser.FirstName,PortalUser.LastName,PortalUser.EmailAddress,PortalUser.PhoneNumber,PortalUser.GuestType,PortalUser.GuestStatus,PortalUser.Location,PortalUser.GuestSponsor,PortalUser.CreationType,AUPAccepted
10:E7:C6:D5:80:62,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C9:A1:63,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:27:7B:CE,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:A1:9F:B6,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:11:7E:42,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:3D:56:0D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:7A:10:16,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F3:B3:AF,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:82:59:D5,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:21:6F:AD,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:F1:F6:AB,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:7F:89:B7,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B8:AF:A2,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:86:C1:7D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:74:CB:37,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:37:9C:A0,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:0B:0F:D1,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:BA:29:91,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:A4:02:38,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:71:C8:01,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:5A:22:68,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:DD:2D:53,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:23:D3:F0,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:8C:40:7D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:C8:4D:55,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:B7:6B:18,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B3:A1:72,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:54:F1:C5,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:99:83:28,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:6F:30:3F,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:31:34:05,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:EE:D1:43,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:A9:D4:98,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:5E:19:75,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:33:C8:0F,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C5:FD:2F,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:C8:CF:C6,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C7:0F:51,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:ED:77:83,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:7F:F1:9F,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:21:CA:F0,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:8D:2C:AF,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:44:4F:12,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:A2:20:74,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:64:B7:7E,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:BA:B0:EF,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:BD:F6:22,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:E6:66:B0,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:4E:10:98,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:9D:27:F2,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B4:AB:78,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:98:D4:FD,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:70:48:D0,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:EE:AE:BF,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:9A:AD:DF,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:68:76:D9,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:49:9E:36,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:DF:87:A9,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:D7:13:B1,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:1C:D2:DD,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:3F:25:1D,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:70:10:B2,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:39:16:DD,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:B6:B1:38,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:EE:48:DE,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:9F:F2:70,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:82:8E:78,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:86:6C:E5,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:C7:FC:78,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:5F:9C:70,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:73:82:60,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:8E:CC:6E,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:53:66:A8,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:86:A1:EC,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:3E:D6:00,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:B8:B7:6A,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:CB:5C:BA,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:AB:72:C9,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:38:80:59,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:AD:F5:04,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B8:EA:15,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:64:A4:64,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:EC:86:F9,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C8:03:6F,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:4E:50:14,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:35:02:A0,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:0A:94:63,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:81:3E:AC,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:21:7E:0D,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:4D:10:00,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:F0:DD:72,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:49:4F:BB,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:13:CE:C2,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:2D:9B:F5,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:14:72:9B,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:16:8D:A6,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:F7:08:54,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:75:D3:D6,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:30:77:28,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:CB:E2:07,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:D7:41:A9,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:40:BB:03,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:A1:DC:DF,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:DC:A5:04,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B7:30:C5,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:76:9A:15,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:A4:58:9A,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F2:50:D5,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:18:33:82,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:97:67:08,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B6:D1:AB,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:1D:1C:B6,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:DF:C5:DA,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:56:41:6C,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:58:D6:D8,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D0:2B:06,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:D3:30:B5,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:02:10:89,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:81:E2:FF,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:44:00:C0,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:32:0B:A5,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:E5:56:6C,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:28:11:4B,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:BB:FE:E0,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:FA:D7:12,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:CA:B9:28,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:DB:E8:9B,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C7:02:98,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:DB:46:A6,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D2:E4:52,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:69:F7:5D,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:97:7B:3E,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:58:6A:07,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:DB:1C:BA,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:93:13:E6,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C3:3B:CE,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B3:DB:7D,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:47:7C:07,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:57:8D:0C,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:77:DB:9C,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:95:03:53,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:ED:DC:A6,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:EE:9A:F7,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:25:51:91,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B0:3D:EE,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:64:A9:AA,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:E8:D3:5D,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:35:4D:34,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B4:47:FE,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:45:37:BF,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:6A:48:B8,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:61:21:B8,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:C7:01:5E,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:82:EF:C9,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:75:A1:80,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:2E:C6:96,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:10:63:99,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:03:D6:FF,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:64:6A:6C,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
